EntityName,EntityProperty,EntityPropertyType,ViewModelType,ViewModelProperty,ViewModelPropertyType,MappingStatus,Notes
FollowUp,Type,string,CustomerFollowUpPatternVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
FollowUp,Priority,string,CustomerFollowUpPatternVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
FollowUp,Status,string,CustomerFollowUpPatternVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
FollowUp,Notes,string?,CustomerFollowUpPatternVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
FollowUp,Outcome,string?,CustomerFollowUpPatternVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
FollowUp,AssignedToStaffId,Guid?,CustomerFollowUpPatternVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
FollowUp,Description,string?,CustomerFollowUpPatternVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
FollowUp,Customer,Customer?,CustomerFollowUpPatternVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
FollowUp,Contract,Contract?,CustomerFollowUpPatternVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
FollowUp,Staff,Staff?,CustomerFollowUpPatternVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
FollowUp,,,CustomerFollowUpPatternVM (General),TotalFollowUps,int,Derived,Computed/derived property
FollowUp,,,CustomerFollowUpPatternVM (General),CompletedFollowUps,int,MissingInEntity,Property exists in ViewModel but not in entity
FollowUp,,,CustomerFollowUpPatternVM (General),PendingFollowUps,int,MissingInEntity,Property exists in ViewModel but not in entity
FollowUp,,,CustomerFollowUpPatternVM (General),AverageFollowUpsPerMonth,decimal,MissingInEntity,Property exists in ViewModel but not in entity
FollowUp,,,CustomerFollowUpPatternVM (General),LastFollowUpDate,DateTime?,MissingInEntity,Property exists in ViewModel but not in entity
FollowUp,,,CustomerFollowUpPatternVM (General),FollowUpFrequency,double,MissingInEntity,Property exists in ViewModel but not in entity
Installment,ContractId,Guid,ContractInstallmentSummaryVM (Summary),,,MissingInViewModel,Property exists in entity but not in ViewModel
Installment,InstallmentNumber,int,ContractInstallmentSummaryVM (Summary),InstallmentNumber,int,Matched,
Installment,DueDate,DateTime,ContractInstallmentSummaryVM (Summary),DueDate,DateTime,Matched,
Installment,Amount,Money,ContractInstallmentSummaryVM (Summary),Amount,decimal,Flattened,Value object Money flattened to Amount
Installment,Status,InstallmentStatus,ContractInstallmentSummaryVM (Summary),Status,InstallmentStatus,Matched,
Installment,PaidAmount,Money,ContractInstallmentSummaryVM (Summary),,,MissingInViewModel,Property exists in entity but not in ViewModel
Installment,PaidDate,DateTime?,ContractInstallmentSummaryVM (Summary),,,MissingInViewModel,Property exists in entity but not in ViewModel
Installment,Contract,Contract?,ContractInstallmentSummaryVM (Summary),,,MissingInViewModel,Property exists in entity but not in ViewModel
Installment,Payments,IReadOnlyCollection<Payment>,ContractInstallmentSummaryVM (Summary),,,MissingInViewModel,Property exists in entity but not in ViewModel
Installment,,,ContractInstallmentSummaryVM (Summary),Id,Guid,MissingInEntity,Property exists in ViewModel but not in entity
Installment,Amount,Money,ContractInstallmentSummaryVM (Summary),Currency,string,Flattened,Value object Money flattened to Currency
Installment,ContractId,Guid,InstallmentCreateVM (Create),ContractId,Guid,Matched,
Installment,InstallmentNumber,int,InstallmentCreateVM (Create),InstallmentNumber,int,Matched,
Installment,DueDate,DateTime,InstallmentCreateVM (Create),DueDate,DateTime,Matched,
Installment,Amount,Money,InstallmentCreateVM (Create),Amount,decimal,Flattened,Value object Money flattened to Amount
Installment,Status,InstallmentStatus,InstallmentCreateVM (Create),,,MissingInViewModel,Property exists in entity but not in ViewModel
Installment,PaidAmount,Money,InstallmentCreateVM (Create),,,MissingInViewModel,Property exists in entity but not in ViewModel
Installment,PaidDate,DateTime?,InstallmentCreateVM (Create),,,MissingInViewModel,Property exists in entity but not in ViewModel
Installment,Contract,Contract?,InstallmentCreateVM (Create),,,MissingInViewModel,Property exists in entity but not in ViewModel
Installment,Payments,IReadOnlyCollection<Payment>,InstallmentCreateVM (Create),,,MissingInViewModel,Property exists in entity but not in ViewModel
Installment,Amount,Money,InstallmentCreateVM (Create),Currency,string,Flattened,Value object Money flattened to Currency
Installment,ContractId,Guid,InstallmentUpdateVM (Update),,,MissingInViewModel,Property exists in entity but not in ViewModel
Installment,InstallmentNumber,int,InstallmentUpdateVM (Update),,,MissingInViewModel,Property exists in entity but not in ViewModel
Installment,DueDate,DateTime,InstallmentUpdateVM (Update),,,MissingInViewModel,Property exists in entity but not in ViewModel
Installment,Amount,Money,InstallmentUpdateVM (Update),,,MissingInViewModel,Property exists in entity but not in ViewModel
Installment,Status,InstallmentStatus,InstallmentUpdateVM (Update),,,MissingInViewModel,Property exists in entity but not in ViewModel
Installment,PaidAmount,Money,InstallmentUpdateVM (Update),,,MissingInViewModel,Property exists in entity but not in ViewModel
Installment,PaidDate,DateTime?,InstallmentUpdateVM (Update),,,MissingInViewModel,Property exists in entity but not in ViewModel
Installment,Contract,Contract?,InstallmentUpdateVM (Update),,,MissingInViewModel,Property exists in entity but not in ViewModel
Installment,Payments,IReadOnlyCollection<Payment>,InstallmentUpdateVM (Update),,,MissingInViewModel,Property exists in entity but not in ViewModel
Installment,,,InstallmentUpdateVM (Update),Id,Guid,MissingInEntity,Property exists in ViewModel but not in entity
Installment,ContractId,Guid,InstallmentDetailVM (Detail),ContractId,Guid,Matched,
Installment,InstallmentNumber,int,InstallmentDetailVM (Detail),InstallmentNumber,int,Matched,
Installment,DueDate,DateTime,InstallmentDetailVM (Detail),DueDate,DateTime,Matched,
Installment,Amount,Money,InstallmentDetailVM (Detail),Amount,decimal,Flattened,Value object Money flattened to Amount
Installment,Status,InstallmentStatus,InstallmentDetailVM (Detail),Status,InstallmentStatus,Matched,
Installment,PaidAmount,Money,InstallmentDetailVM (Detail),PaidAmount,decimal,Flattened,Value object Money flattened to PaidAmount
Installment,PaidDate,DateTime?,InstallmentDetailVM (Detail),PaidDate,DateTime?,Matched,
Installment,Contract,Contract?,InstallmentDetailVM (Detail),,,MissingInViewModel,Property exists in entity but not in ViewModel
Installment,Payments,IReadOnlyCollection<Payment>,InstallmentDetailVM (Detail),Payments,IReadOnlyList<InstallmentPaymentSummaryVM>,TypeMismatch,Type mismatch: IReadOnlyCollection<Payment> vs IReadOnlyList<InstallmentPaymentSummaryVM>
Installment,,,InstallmentDetailVM (Detail),Id,Guid,MissingInEntity,Property exists in ViewModel but not in entity
Installment,,,InstallmentDetailVM (Detail),ContractNumber,string,MissingInEntity,Property exists in ViewModel but not in entity
Installment,,,InstallmentDetailVM (Detail),CustomerName,string,Derived,Computed/derived property
Installment,Amount,Money,InstallmentDetailVM (Detail),Currency,string,Flattened,Value object Money flattened to Currency
Installment,Amount,Money,InstallmentDetailVM (Detail),PaidCurrency,string,Flattened,Value object Money flattened to PaidCurrency
Installment,,,InstallmentDetailVM (Detail),IsOverdue,bool,MissingInEntity,Property exists in ViewModel but not in entity
Installment,,,InstallmentDetailVM (Detail),CreatedAt,DateTime,MissingInEntity,Property exists in ViewModel but not in entity
Installment,,,InstallmentDetailVM (Detail),UpdatedAt,DateTime?,MissingInEntity,Property exists in ViewModel but not in entity
Installment,ContractId,Guid,InstallmentListVM (List),,,MissingInViewModel,Property exists in entity but not in ViewModel
Installment,InstallmentNumber,int,InstallmentListVM (List),InstallmentNumber,int,Matched,
Installment,DueDate,DateTime,InstallmentListVM (List),DueDate,DateTime,Matched,
Installment,Amount,Money,InstallmentListVM (List),Amount,decimal,Flattened,Value object Money flattened to Amount
Installment,Status,InstallmentStatus,InstallmentListVM (List),Status,InstallmentStatus,Matched,
Installment,PaidAmount,Money,InstallmentListVM (List),PaidAmount,decimal,Flattened,Value object Money flattened to PaidAmount
Installment,PaidDate,DateTime?,InstallmentListVM (List),,,MissingInViewModel,Property exists in entity but not in ViewModel
Installment,Contract,Contract?,InstallmentListVM (List),,,MissingInViewModel,Property exists in entity but not in ViewModel
Installment,Payments,IReadOnlyCollection<Payment>,InstallmentListVM (List),,,MissingInViewModel,Property exists in entity but not in ViewModel
Installment,,,InstallmentListVM (List),Id,Guid,MissingInEntity,Property exists in ViewModel but not in entity
Installment,,,InstallmentListVM (List),ContractNumber,string,MissingInEntity,Property exists in ViewModel but not in entity
Installment,,,InstallmentListVM (List),CustomerName,string,Derived,Computed/derived property
Installment,Amount,Money,InstallmentListVM (List),Currency,string,Flattened,Value object Money flattened to Currency
Installment,Amount,Money,InstallmentListVM (List),PaidCurrency,string,Flattened,Value object Money flattened to PaidCurrency
Installment,Amount,Money,InstallmentListVM (List),RemainingAmount,decimal,Flattened,Value object Money flattened to RemainingAmount
Installment,,,InstallmentListVM (List),IsOverdue,bool,MissingInEntity,Property exists in ViewModel but not in entity
Installment,ContractId,Guid,InstallmentPaymentSummaryVM (Summary),,,MissingInViewModel,Property exists in entity but not in ViewModel
Installment,InstallmentNumber,int,InstallmentPaymentSummaryVM (Summary),,,MissingInViewModel,Property exists in entity but not in ViewModel
Installment,DueDate,DateTime,InstallmentPaymentSummaryVM (Summary),,,MissingInViewModel,Property exists in entity but not in ViewModel
Installment,Amount,Money,InstallmentPaymentSummaryVM (Summary),Amount,decimal,Flattened,Value object Money flattened to Amount
Installment,Status,InstallmentStatus,InstallmentPaymentSummaryVM (Summary),,,MissingInViewModel,Property exists in entity but not in ViewModel
Installment,PaidAmount,Money,InstallmentPaymentSummaryVM (Summary),,,MissingInViewModel,Property exists in entity but not in ViewModel
Installment,PaidDate,DateTime?,InstallmentPaymentSummaryVM (Summary),,,MissingInViewModel,Property exists in entity but not in ViewModel
Installment,Contract,Contract?,InstallmentPaymentSummaryVM (Summary),,,MissingInViewModel,Property exists in entity but not in ViewModel
Installment,Payments,IReadOnlyCollection<Payment>,InstallmentPaymentSummaryVM (Summary),,,MissingInViewModel,Property exists in entity but not in ViewModel
Installment,,,InstallmentPaymentSummaryVM (Summary),Id,Guid,MissingInEntity,Property exists in ViewModel but not in entity
Installment,,,InstallmentPaymentSummaryVM (Summary),PaymentDate,DateTime,MissingInEntity,Property exists in ViewModel but not in entity
Installment,Amount,Money,InstallmentPaymentSummaryVM (Summary),Currency,string,Flattened,Value object Money flattened to Currency
Installment,,,InstallmentPaymentSummaryVM (Summary),ReferenceNumber,string?,MissingInEntity,Property exists in ViewModel but not in entity
Installment,ContractId,Guid,InstallmentAnalyticsViewModels (Analytics),,,MissingInViewModel,Property exists in entity but not in ViewModel
Installment,InstallmentNumber,int,InstallmentAnalyticsViewModels (Analytics),,,MissingInViewModel,Property exists in entity but not in ViewModel
Installment,DueDate,DateTime,InstallmentAnalyticsViewModels (Analytics),,,MissingInViewModel,Property exists in entity but not in ViewModel
Installment,Amount,Money,InstallmentAnalyticsViewModels (Analytics),,,MissingInViewModel,Property exists in entity but not in ViewModel
Installment,Status,InstallmentStatus,InstallmentAnalyticsViewModels (Analytics),,,MissingInViewModel,Property exists in entity but not in ViewModel
Installment,PaidAmount,Money,InstallmentAnalyticsViewModels (Analytics),,,MissingInViewModel,Property exists in entity but not in ViewModel
Installment,PaidDate,DateTime?,InstallmentAnalyticsViewModels (Analytics),,,MissingInViewModel,Property exists in entity but not in ViewModel
Installment,Contract,Contract?,InstallmentAnalyticsViewModels (Analytics),,,MissingInViewModel,Property exists in entity but not in ViewModel
Installment,Payments,IReadOnlyCollection<Payment>,InstallmentAnalyticsViewModels (Analytics),,,MissingInViewModel,Property exists in entity but not in ViewModel
Installment,ContractId,Guid,InstallmentStatusSummaryVM (Summary),ContractId,Guid,Matched,
Installment,InstallmentNumber,int,InstallmentStatusSummaryVM (Summary),,,MissingInViewModel,Property exists in entity but not in ViewModel
Installment,DueDate,DateTime,InstallmentStatusSummaryVM (Summary),,,MissingInViewModel,Property exists in entity but not in ViewModel
Installment,Amount,Money,InstallmentStatusSummaryVM (Summary),,,MissingInViewModel,Property exists in entity but not in ViewModel
Installment,Status,InstallmentStatus,InstallmentStatusSummaryVM (Summary),,,MissingInViewModel,Property exists in entity but not in ViewModel
Installment,PaidAmount,Money,InstallmentStatusSummaryVM (Summary),PaidAmount,decimal,Flattened,Value object Money flattened to PaidAmount
Installment,PaidDate,DateTime?,InstallmentStatusSummaryVM (Summary),,,MissingInViewModel,Property exists in entity but not in ViewModel
Installment,Contract,Contract?,InstallmentStatusSummaryVM (Summary),,,MissingInViewModel,Property exists in entity but not in ViewModel
Installment,Payments,IReadOnlyCollection<Payment>,InstallmentStatusSummaryVM (Summary),,,MissingInViewModel,Property exists in entity but not in ViewModel
Installment,,,InstallmentStatusSummaryVM (Summary),TotalInstallments,int,Derived,Computed/derived property
Installment,,,InstallmentStatusSummaryVM (Summary),PaidInstallments,int,MissingInEntity,Property exists in ViewModel but not in entity
Installment,,,InstallmentStatusSummaryVM (Summary),PendingInstallments,int,MissingInEntity,Property exists in ViewModel but not in entity
Installment,,,InstallmentStatusSummaryVM (Summary),OverdueInstallments,int,MissingInEntity,Property exists in ViewModel but not in entity
Installment,,,InstallmentStatusSummaryVM (Summary),WaivedInstallments,int,MissingInEntity,Property exists in ViewModel but not in entity
Installment,Amount,Money,InstallmentStatusSummaryVM (Summary),TotalAmount,decimal,Flattened,Value object Money flattened to TotalAmount
Installment,,,InstallmentStatusSummaryVM (Summary),TotalAmount,decimal,Derived,Computed/derived property
Installment,Amount,Money,InstallmentStatusSummaryVM (Summary),OutstandingAmount,decimal,Flattened,Value object Money flattened to OutstandingAmount
LedgerEntry,ContractId,Guid?,LedgerEntryCreateVM (Create),ContractId,Guid?,Matched,
LedgerEntry,CustomerId,Guid?,LedgerEntryCreateVM (Create),CustomerId,Guid?,Matched,
LedgerEntry,TransactionDate,DateTime,LedgerEntryCreateVM (Create),TransactionDate,DateTime,Matched,
LedgerEntry,Description,string,LedgerEntryCreateVM (Create),Description,string,Matched,
LedgerEntry,DebitAmount,Money,LedgerEntryCreateVM (Create),DebitAmount,decimal,Flattened,Value object Money flattened to DebitAmount
LedgerEntry,CreditAmount,Money,LedgerEntryCreateVM (Create),CreditAmount,decimal,Flattened,Value object Money flattened to CreditAmount
LedgerEntry,Balance,Money,LedgerEntryCreateVM (Create),Balance,decimal,TypeMismatch,Type mismatch: Money vs decimal
LedgerEntry,ReferenceType,string,LedgerEntryCreateVM (Create),ReferenceType,string?,Matched,
LedgerEntry,ReferenceId,Guid?,LedgerEntryCreateVM (Create),ReferenceId,Guid?,Matched,
LedgerEntry,StaffId,Guid?,LedgerEntryCreateVM (Create),StaffId,Guid?,Matched,
LedgerEntry,Contract,Contract?,LedgerEntryCreateVM (Create),,,MissingInViewModel,Property exists in entity but not in ViewModel
LedgerEntry,Customer,Customer?,LedgerEntryCreateVM (Create),,,MissingInViewModel,Property exists in entity but not in ViewModel
LedgerEntry,Staff,Staff?,LedgerEntryCreateVM (Create),,,MissingInViewModel,Property exists in entity but not in ViewModel
LedgerEntry,DebitAmount,Money,LedgerEntryCreateVM (Create),Currency,string,Flattened,Value object Money flattened to Currency
LedgerEntry,ContractId,Guid?,LedgerEntryUpdateVM (Update),,,MissingInViewModel,Property exists in entity but not in ViewModel
LedgerEntry,CustomerId,Guid?,LedgerEntryUpdateVM (Update),,,MissingInViewModel,Property exists in entity but not in ViewModel
LedgerEntry,TransactionDate,DateTime,LedgerEntryUpdateVM (Update),,,MissingInViewModel,Property exists in entity but not in ViewModel
LedgerEntry,Description,string,LedgerEntryUpdateVM (Update),Description,string?,Matched,
LedgerEntry,DebitAmount,Money,LedgerEntryUpdateVM (Update),,,MissingInViewModel,Property exists in entity but not in ViewModel
LedgerEntry,CreditAmount,Money,LedgerEntryUpdateVM (Update),,,MissingInViewModel,Property exists in entity but not in ViewModel
LedgerEntry,Balance,Money,LedgerEntryUpdateVM (Update),,,MissingInViewModel,Property exists in entity but not in ViewModel
LedgerEntry,ReferenceType,string,LedgerEntryUpdateVM (Update),,,MissingInViewModel,Property exists in entity but not in ViewModel
LedgerEntry,ReferenceId,Guid?,LedgerEntryUpdateVM (Update),,,MissingInViewModel,Property exists in entity but not in ViewModel
LedgerEntry,StaffId,Guid?,LedgerEntryUpdateVM (Update),,,MissingInViewModel,Property exists in entity but not in ViewModel
LedgerEntry,Contract,Contract?,LedgerEntryUpdateVM (Update),,,MissingInViewModel,Property exists in entity but not in ViewModel
LedgerEntry,Customer,Customer?,LedgerEntryUpdateVM (Update),,,MissingInViewModel,Property exists in entity but not in ViewModel
LedgerEntry,Staff,Staff?,LedgerEntryUpdateVM (Update),,,MissingInViewModel,Property exists in entity but not in ViewModel
LedgerEntry,,,LedgerEntryUpdateVM (Update),Id,Guid,MissingInEntity,Property exists in ViewModel but not in entity
LedgerEntry,ContractId,Guid?,LedgerEntryDetailVM (Detail),ContractId,Guid?,Matched,
LedgerEntry,CustomerId,Guid?,LedgerEntryDetailVM (Detail),CustomerId,Guid?,Matched,
LedgerEntry,TransactionDate,DateTime,LedgerEntryDetailVM (Detail),TransactionDate,DateTime,Matched,
LedgerEntry,Description,string,LedgerEntryDetailVM (Detail),Description,string,Matched,
LedgerEntry,DebitAmount,Money,LedgerEntryDetailVM (Detail),DebitAmount,decimal,Flattened,Value object Money flattened to DebitAmount
LedgerEntry,CreditAmount,Money,LedgerEntryDetailVM (Detail),CreditAmount,decimal,Flattened,Value object Money flattened to CreditAmount
LedgerEntry,Balance,Money,LedgerEntryDetailVM (Detail),Balance,decimal,TypeMismatch,Type mismatch: Money vs decimal
LedgerEntry,ReferenceType,string,LedgerEntryDetailVM (Detail),ReferenceType,string?,Matched,
LedgerEntry,ReferenceId,Guid?,LedgerEntryDetailVM (Detail),ReferenceId,Guid?,Matched,
LedgerEntry,StaffId,Guid?,LedgerEntryDetailVM (Detail),StaffId,Guid?,Matched,
LedgerEntry,Contract,Contract?,LedgerEntryDetailVM (Detail),,,MissingInViewModel,Property exists in entity but not in ViewModel
LedgerEntry,Customer,Customer?,LedgerEntryDetailVM (Detail),,,MissingInViewModel,Property exists in entity but not in ViewModel
LedgerEntry,Staff,Staff?,LedgerEntryDetailVM (Detail),,,MissingInViewModel,Property exists in entity but not in ViewModel
LedgerEntry,,,LedgerEntryDetailVM (Detail),Id,Guid,MissingInEntity,Property exists in ViewModel but not in entity
LedgerEntry,DebitAmount,Money,LedgerEntryDetailVM (Detail),Currency,string,Flattened,Value object Money flattened to Currency
LedgerEntry,,,LedgerEntryDetailVM (Detail),ContractNumber,string?,MissingInEntity,Property exists in ViewModel but not in entity
LedgerEntry,,,LedgerEntryDetailVM (Detail),CustomerName,string?,Derived,Computed/derived property
LedgerEntry,,,LedgerEntryDetailVM (Detail),StaffName,string?,Derived,Computed/derived property
LedgerEntry,,,LedgerEntryDetailVM (Detail),CreatedAt,DateTime,MissingInEntity,Property exists in ViewModel but not in entity
LedgerEntry,,,LedgerEntryDetailVM (Detail),UpdatedAt,DateTime?,MissingInEntity,Property exists in ViewModel but not in entity
LedgerEntry,ContractId,Guid?,LedgerEntryListVM (List),,,MissingInViewModel,Property exists in entity but not in ViewModel
LedgerEntry,CustomerId,Guid?,LedgerEntryListVM (List),,,MissingInViewModel,Property exists in entity but not in ViewModel
LedgerEntry,TransactionDate,DateTime,LedgerEntryListVM (List),TransactionDate,DateTime,Matched,
LedgerEntry,Description,string,LedgerEntryListVM (List),Description,string,Matched,
LedgerEntry,DebitAmount,Money,LedgerEntryListVM (List),DebitAmount,decimal,Flattened,Value object Money flattened to DebitAmount
LedgerEntry,CreditAmount,Money,LedgerEntryListVM (List),CreditAmount,decimal,Flattened,Value object Money flattened to CreditAmount
LedgerEntry,Balance,Money,LedgerEntryListVM (List),Balance,decimal,TypeMismatch,Type mismatch: Money vs decimal
LedgerEntry,ReferenceType,string,LedgerEntryListVM (List),ReferenceType,string?,Matched,
LedgerEntry,ReferenceId,Guid?,LedgerEntryListVM (List),,,MissingInViewModel,Property exists in entity but not in ViewModel
LedgerEntry,StaffId,Guid?,LedgerEntryListVM (List),,,MissingInViewModel,Property exists in entity but not in ViewModel
LedgerEntry,Contract,Contract?,LedgerEntryListVM (List),,,MissingInViewModel,Property exists in entity but not in ViewModel
LedgerEntry,Customer,Customer?,LedgerEntryListVM (List),,,MissingInViewModel,Property exists in entity but not in ViewModel
LedgerEntry,Staff,Staff?,LedgerEntryListVM (List),,,MissingInViewModel,Property exists in entity but not in ViewModel
LedgerEntry,,,LedgerEntryListVM (List),Id,Guid,MissingInEntity,Property exists in ViewModel but not in entity
LedgerEntry,DebitAmount,Money,LedgerEntryListVM (List),Currency,string,Flattened,Value object Money flattened to Currency
LedgerEntry,,,LedgerEntryListVM (List),CustomerName,string?,Derived,Computed/derived property
LedgerEntry,,,LedgerEntryListVM (List),ContractNumber,string?,MissingInEntity,Property exists in ViewModel but not in entity
LedgerEntry,,,LedgerEntryListVM (List),CreatedAt,DateTime,MissingInEntity,Property exists in ViewModel but not in entity
Payment,ContractId,Guid,ContractPaymentSummaryVM (Summary),,,MissingInViewModel,Property exists in entity but not in ViewModel
Payment,InstallmentId,Guid,ContractPaymentSummaryVM (Summary),,,MissingInViewModel,Property exists in entity but not in ViewModel
Payment,Amount,Money,ContractPaymentSummaryVM (Summary),Amount,decimal,Flattened,Value object Money flattened to Amount
Payment,PaymentDate,DateTime,ContractPaymentSummaryVM (Summary),PaymentDate,DateTime,Matched,
Payment,PaymentMethod,PaymentMethod,ContractPaymentSummaryVM (Summary),PaymentMethod,PaymentMethod,Matched,
Payment,ReferenceNumber,string?,ContractPaymentSummaryVM (Summary),ReferenceNumber,string?,Matched,
Payment,Notes,string?,ContractPaymentSummaryVM (Summary),,,MissingInViewModel,Property exists in entity but not in ViewModel
Payment,StaffId,Guid?,ContractPaymentSummaryVM (Summary),,,MissingInViewModel,Property exists in entity but not in ViewModel
Payment,ProcessedByStaffId,Guid?,ContractPaymentSummaryVM (Summary),,,MissingInViewModel,Property exists in entity but not in ViewModel
Payment,Contract,Contract?,ContractPaymentSummaryVM (Summary),,,MissingInViewModel,Property exists in entity but not in ViewModel
Payment,Installment,Installment?,ContractPaymentSummaryVM (Summary),,,MissingInViewModel,Property exists in entity but not in ViewModel
Payment,Staff,Staff?,ContractPaymentSummaryVM (Summary),,,MissingInViewModel,Property exists in entity but not in ViewModel
Payment,Receipt,Receipt?,ContractPaymentSummaryVM (Summary),,,MissingInViewModel,Property exists in entity but not in ViewModel
Payment,,,ContractPaymentSummaryVM (Summary),Id,Guid,MissingInEntity,Property exists in ViewModel but not in entity
Payment,Amount,Money,ContractPaymentSummaryVM (Summary),Currency,string,Flattened,Value object Money flattened to Currency
Payment,ContractId,Guid,InstallmentPaymentSummaryVM (Summary),,,MissingInViewModel,Property exists in entity but not in ViewModel
Payment,InstallmentId,Guid,InstallmentPaymentSummaryVM (Summary),,,MissingInViewModel,Property exists in entity but not in ViewModel
Payment,Amount,Money,InstallmentPaymentSummaryVM (Summary),Amount,decimal,Flattened,Value object Money flattened to Amount
Payment,PaymentDate,DateTime,InstallmentPaymentSummaryVM (Summary),PaymentDate,DateTime,Matched,
Payment,PaymentMethod,PaymentMethod,InstallmentPaymentSummaryVM (Summary),,,MissingInViewModel,Property exists in entity but not in ViewModel
Payment,ReferenceNumber,string?,InstallmentPaymentSummaryVM (Summary),ReferenceNumber,string?,Matched,
Payment,Notes,string?,InstallmentPaymentSummaryVM (Summary),,,MissingInViewModel,Property exists in entity but not in ViewModel
Payment,StaffId,Guid?,InstallmentPaymentSummaryVM (Summary),,,MissingInViewModel,Property exists in entity but not in ViewModel
Payment,ProcessedByStaffId,Guid?,InstallmentPaymentSummaryVM (Summary),,,MissingInViewModel,Property exists in entity but not in ViewModel
Payment,Contract,Contract?,InstallmentPaymentSummaryVM (Summary),,,MissingInViewModel,Property exists in entity but not in ViewModel
Payment,Installment,Installment?,InstallmentPaymentSummaryVM (Summary),,,MissingInViewModel,Property exists in entity but not in ViewModel
Payment,Staff,Staff?,InstallmentPaymentSummaryVM (Summary),,,MissingInViewModel,Property exists in entity but not in ViewModel
Payment,Receipt,Receipt?,InstallmentPaymentSummaryVM (Summary),,,MissingInViewModel,Property exists in entity but not in ViewModel
Payment,,,InstallmentPaymentSummaryVM (Summary),Id,Guid,MissingInEntity,Property exists in ViewModel but not in entity
Payment,Amount,Money,InstallmentPaymentSummaryVM (Summary),Currency,string,Flattened,Value object Money flattened to Currency
Payment,ContractId,Guid,PaymentHistoryVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Payment,InstallmentId,Guid,PaymentHistoryVM (General),InstallmentId,Guid,Matched,
Payment,Amount,Money,PaymentHistoryVM (General),Amount,decimal,Flattened,Value object Money flattened to Amount
Payment,PaymentDate,DateTime,PaymentHistoryVM (General),PaymentDate,DateTime,Matched,
Payment,PaymentMethod,PaymentMethod,PaymentHistoryVM (General),PaymentMethod,string,TypeMismatch,Type mismatch: PaymentMethod vs string
Payment,ReferenceNumber,string?,PaymentHistoryVM (General),ReferenceNumber,string,Matched,
Payment,Notes,string?,PaymentHistoryVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Payment,StaffId,Guid?,PaymentHistoryVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Payment,ProcessedByStaffId,Guid?,PaymentHistoryVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Payment,Contract,Contract?,PaymentHistoryVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Payment,Installment,Installment?,PaymentHistoryVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Payment,Staff,Staff?,PaymentHistoryVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Payment,Receipt,Receipt?,PaymentHistoryVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Payment,,,PaymentHistoryVM (General),Id,Guid,MissingInEntity,Property exists in ViewModel but not in entity
Payment,,,PaymentHistoryVM (General),Status,string,MissingInEntity,Property exists in ViewModel but not in entity
Payment,ContractId,Guid,PaymentTrendsVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Payment,InstallmentId,Guid,PaymentTrendsVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Payment,Amount,Money,PaymentTrendsVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Payment,PaymentDate,DateTime,PaymentTrendsVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Payment,PaymentMethod,PaymentMethod,PaymentTrendsVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Payment,ReferenceNumber,string?,PaymentTrendsVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Payment,Notes,string?,PaymentTrendsVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Payment,StaffId,Guid?,PaymentTrendsVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Payment,ProcessedByStaffId,Guid?,PaymentTrendsVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Payment,Contract,Contract?,PaymentTrendsVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Payment,Installment,Installment?,PaymentTrendsVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Payment,Staff,Staff?,PaymentTrendsVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Payment,Receipt,Receipt?,PaymentTrendsVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Payment,,,PaymentTrendsVM (General),FromDate,DateTime,MissingInEntity,Property exists in ViewModel but not in entity
Payment,,,PaymentTrendsVM (General),ToDate,DateTime,MissingInEntity,Property exists in ViewModel but not in entity
Payment,,,PaymentTrendsVM (General),TotalPayments,decimal,Derived,Computed/derived property
